ds_id_src,ds_nm_src,var_id_src,var_nm_src,ds_id_dst,ds_nm_dst,var_id_dst,var_nm_dst,rel_id,rel_nm,trans_type_id,trans_type,trans_str
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00112,C_PROD,00006,RADAR.T_SME_OBS_ILS,00062,C_PROD,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.C_PROD
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00113,C_STAT_ACCT,00006,RADAR.T_SME_OBS_ILS,00063,C_STAT_ACCT,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.C_STAT_ACCT
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00114,A_BALANCE,00006,RADAR.T_SME_OBS_ILS,00064,A_BALANCE,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.A_BALANCE
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00115,A_DRAWN,00006,RADAR.T_SME_OBS_ILS,00065,A_DRAWN,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.A_DRAWN
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00116,A_UNDRAWN,00006,RADAR.T_SME_OBS_ILS,00066,A_UNDRAWN,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.A_UNDRAWN
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00117,A_EXPOSURE,00006,RADAR.T_SME_OBS_ILS,00067,A_EXPOSURE,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.A_EXPOSURE
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00118,K_DAYS_PAST_DUE,00006,RADAR.T_SME_OBS_ILS,00068,K_DAYS_PAST_DUE,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.K_DAYS_PAST_DUE
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00119,F_CANCELLED,00006,RADAR.T_SME_OBS_ILS,00069,F_CANCELLED,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.F_CANCELLED
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00120,F_DECEASED,00006,RADAR.T_SME_OBS_ILS,00070,F_DECEASED,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.F_DECEASED
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00121,F_FRAUD,00006,RADAR.T_SME_OBS_ILS,00071,F_FRAUD,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.F_FRAUD
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00122,F_NON_ACCRUAL,00006,RADAR.T_SME_OBS_ILS,00072,F_NON_ACCRUAL,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.F_NON_ACCRUAL
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00123,F_RESERVED_INTEREST,00006,RADAR.T_SME_OBS_ILS,00073,F_RESERVED_INTEREST,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.F_RESERVED_INTEREST
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00124,F_BANKRUPT,00006,RADAR.T_SME_OBS_ILS,00074,F_BANKRUPT,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.F_BANKRUPT
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00125,F_CHARGED_OFF,00006,RADAR.T_SME_OBS_ILS,00075,F_CHARGED_OFF,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.F_CHARGED_OFF
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00126,D_CHARGE_OFF,00006,RADAR.T_SME_OBS_ILS,00076,D_CHARGE_OFF,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.D_CHARGE_OFF
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00127,A_PRINCIPAL_CHARGED_OFF,00006,RADAR.T_SME_OBS_ILS,00077,A_PRINCIPAL_CHARGED_OFF,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.A_PRINCIPAL_CHARGED_OFF
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00128,A_INTEREST_CHARGED_OFF,00006,RADAR.T_SME_OBS_ILS,00078,A_INTEREST_CHARGED_OFF,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.A_INTEREST_CHARGED_OFF
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00129,N_OU_PBNK_BUS,00006,RADAR.T_SME_OBS_ILS,00079,N_OU_PBNK_BUS,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.N_OU_PBNK_BUS
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00130,ID_POST_ACCT,00006,RADAR.T_SME_OBS_ILS,00080,ID_POST_ACCT,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.ID_POST_ACCT
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00131,F_LENDING_SERVICE_CPID,00006,RADAR.T_SME_OBS_ILS,00081,F_LENDING_SERVICE_CPID,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.F_LENDING_SERVICE_CPID
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00132,F_EXCLUSION,00006,RADAR.T_SME_OBS_ILS,00082,F_EXCLUSION,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.F_EXCLUSION
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00133,R_IDR,00006,RADAR.T_SME_OBS_ILS,00083,R_IDR,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.R_IDR
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00134,R_IDR_EOM,00006,RADAR.T_SME_OBS_ILS,00084,R_IDR_EOM,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.R_IDR_EOM
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00135,C_ICC,00006,RADAR.T_SME_OBS_ILS,00085,C_ICC,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.C_ICC
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00136,D_CLOSE,00006,RADAR.T_SME_OBS_ILS,00086,D_CLOSE,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.D_CLOSE
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00137,C_RG,00006,RADAR.T_SME_OBS_ILS,00087,C_RG,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.C_RG
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00138,C_SI,00006,RADAR.T_SME_OBS_ILS,00088,C_SI,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.C_SI
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00139,F_BILLG_PRM,00006,RADAR.T_SME_OBS_ILS,00089,F_BILLG_PRM,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.F_BILLG_PRM
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00140,A_IDR_PAID_MTD,00006,RADAR.T_SME_OBS_ILS,00090,A_IDR_PAID_MTD,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.A_IDR_PAID_MTD
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00141,N_SBCH,00006,RADAR.T_SME_OBS_ILS,00091,N_SBCH,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.N_SBCH
00008,RADAR.RADAR_ILS_ACCT_CUSTOMER_LINK,00153,N_CUST,00006,RADAR.T_SME_OBS_ILS,00092,N_CUST,00002,append|copy,,,D_RADAR_ILS_ACCT_CUSTOMER_LINK.N_CUST
00008,RADAR.RADAR_ILS_ACCT_CUSTOMER_LINK,00154,C_RLNSHP,00006,RADAR.T_SME_OBS_ILS,00093,C_RLNSHP,00002,append|copy,,,D_RADAR_ILS_ACCT_CUSTOMER_LINK.C_RLNSHP
00009,RADAR.RADAR_ILS_ACCT_CUST_GRP_LINK,00156,N_CLG,00006,RADAR.T_SME_OBS_ILS,00094,N_CLG,00002,append|copy,,,D_RADAR_ILS_ACCT_CUST_GRP_LINK.N_CLG
00009,RADAR.RADAR_ILS_ACCT_CUST_GRP_LINK,00157,PRIORITY,00006,RADAR.T_SME_OBS_ILS,00095,PRIORITY,00002,append|copy,,,D_RADAR_ILS_ACCT_CUST_GRP_LINK.PRIORITY
00008,RADAR.RADAR_ILS_ACCT_CUSTOMER_LINK,00155,F_TCF_CUST,00006,RADAR.T_SME_OBS_ILS,00096,F_TCF_CUST,00002,append|copy,,,D_RADAR_ILS_ACCT_CUSTOMER_LINK.F_TCF_CUST
00009,RADAR.RADAR_ILS_ACCT_CUST_GRP_LINK,00158,F_TCF_CLG,00006,RADAR.T_SME_OBS_ILS,00097,F_TCF_CLG,00002,append|copy,,,D_RADAR_ILS_ACCT_CUST_GRP_LINK.F_TCF_CLG
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00142,A_REDRAW,00006,RADAR.T_SME_OBS_ILS,00098,A_REDRAW,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.A_REDRAW
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00143,D_MTRTY_FINAL,00006,RADAR.T_SME_OBS_ILS,00099,D_MTRTY_FINAL,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.D_MTRTY_FINAL
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00144,ID_POST_TRMD_545,00006,RADAR.T_SME_OBS_ILS,00100,ID_POST_TRMD_545,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.ID_POST_TRMD_545
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00145,C_PORTFOLIO,00006,RADAR.T_SME_OBS_ILS,00101,C_PORTFOLIO,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.C_PORTFOLIO
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00146,C_BASEL_RETAIL,00006,RADAR.T_SME_OBS_ILS,00102,C_BASEL_RETAIL,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.C_BASEL_RETAIL
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00147,F_DPD90,00006,RADAR.T_SME_OBS_ILS,00103,F_DPD90,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.F_DPD90
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00148,F_CLOSED,00006,RADAR.T_SME_OBS_ILS,00104,F_CLOSED,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.F_CLOSED
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00149,F_DEFAULT_AT_OBS,00006,RADAR.T_SME_OBS_ILS,00105,F_DEFAULT_AT_OBS,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.F_DEFAULT_AT_OBS
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00150,D_OPEN,00006,RADAR.T_SME_OBS_ILS,00106,D_OPEN,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.D_OPEN
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00151,N_TERM,00006,RADAR.T_SME_OBS_ILS,00107,N_TERM,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.N_TERM
00007,RADAR.RADAR_ILS_ACCOUNT_STOCK,00152,A_LOAN_ORIGNL,00006,RADAR.T_SME_OBS_ILS,00108,A_LOAN_ORIGNL,00002,append|copy,,,D_RADAR_ILS_ACCOUNT_STOCK.A_LOAN_ORIGNL
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00271,D_MTH,00011,RADAR.T_SME_OBS_DDA,00215,D_MTH,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.D_MTH
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00272,N_ACCT,00011,RADAR.T_SME_OBS_DDA,00216,N_ACCT,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.N_ACCT
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00273,C_GRP_PROD,00011,RADAR.T_SME_OBS_DDA,00217,C_GRP_PROD,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.C_GRP_PROD
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00274,C_PROD,00011,RADAR.T_SME_OBS_DDA,00218,C_PROD,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.C_PROD
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00275,C_PPROD_LAST,00011,RADAR.T_SME_OBS_DDA,00219,C_PPROD_LAST,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.C_PPROD_LAST
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00276,C_STAT_ACCT,00011,RADAR.T_SME_OBS_DDA,00220,C_STAT_ACCT,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.C_STAT_ACCT
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00277,A_BAL_CHRGO,00011,RADAR.T_SME_OBS_DDA,00221,A_BAL_CHRGO,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.A_BAL_CHRGO
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00278,A_BALANCE,00011,RADAR.T_SME_OBS_DDA,00222,A_BALANCE,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.A_BALANCE
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00279,A_DRAWN,00011,RADAR.T_SME_OBS_DDA,00223,A_DRAWN,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.A_DRAWN
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00280,A_UNDRAWN,00011,RADAR.T_SME_OBS_DDA,00224,A_UNDRAWN,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.A_UNDRAWN
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00281,A_EXPOSURE,00011,RADAR.T_SME_OBS_DDA,00225,A_EXPOSURE,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.A_EXPOSURE
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00282,F_ZBUS,00011,RADAR.T_SME_OBS_DDA,00226,F_ZBUS,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.F_ZBUS
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00283,F_LENDING_SERVICE_CPID,00011,RADAR.T_SME_OBS_DDA,00227,F_LENDING_SERVICE_CPID,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.F_LENDING_SERVICE_CPID
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00284,N_OU_PBNK_BUS,00011,RADAR.T_SME_OBS_DDA,00228,N_OU_PBNK_BUS,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.N_OU_PBNK_BUS
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00285,A_IDR_PAID_MTD,00011,RADAR.T_SME_OBS_DDA,00229,A_IDR_PAID_MTD,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.A_IDR_PAID_MTD
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00286,C_ICC,00011,RADAR.T_SME_OBS_DDA,00230,C_ICC,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.C_ICC
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00287,D_CLOSE,00011,RADAR.T_SME_OBS_DDA,00231,D_CLOSE,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.D_CLOSE
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00288,D_ROPN,00011,RADAR.T_SME_OBS_DDA,00232,D_ROPN,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.D_ROPN
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00289,F_CLSE_ACCT,00011,RADAR.T_SME_OBS_DDA,00233,F_CLSE_ACCT,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.F_CLSE_ACCT
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00290,R_IDR,00011,RADAR.T_SME_OBS_DDA,00234,R_IDR,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.R_IDR
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00291,R_IDR_EOM,00011,RADAR.T_SME_OBS_DDA,00235,R_IDR_EOM,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.R_IDR_EOM
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00292,K_DAY_CONT_EXCS,00011,RADAR.T_SME_OBS_DDA,00236,K_DAY_CONT_EXCS,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.K_DAY_CONT_EXCS
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00293,I_CHRGO,00011,RADAR.T_SME_OBS_DDA,00237,I_CHRGO,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.I_CHRGO
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00294,A_INCM_FEE_NET,00011,RADAR.T_SME_OBS_DDA,00238,A_INCM_FEE_NET,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.A_INCM_FEE_NET
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00295,A_INCM_INT_NET,00011,RADAR.T_SME_OBS_DDA,00239,A_INCM_INT_NET,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.A_INCM_INT_NET
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00296,C_RG,00011,RADAR.T_SME_OBS_DDA,00240,C_RG,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.C_RG
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00297,C_SI,00011,RADAR.T_SME_OBS_DDA,00241,C_SI,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.C_SI
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00298,F_DECEASED,00011,RADAR.T_SME_OBS_DDA,00242,F_DECEASED,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.F_DECEASED
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00299,F_FRAUD,00011,RADAR.T_SME_OBS_DDA,00243,F_FRAUD,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.F_FRAUD
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00300,F_BANKRUPT,00011,RADAR.T_SME_OBS_DDA,00244,F_BANKRUPT,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.F_BANKRUPT
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00301,A_OTHER,00011,RADAR.T_SME_OBS_DDA,00245,A_OTHER,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.A_OTHER
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00302,D_WRITE_OFF,00011,RADAR.T_SME_OBS_DDA,00246,D_WRITE_OFF,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.D_WRITE_OFF
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00303,ID_POST_ACCT,00011,RADAR.T_SME_OBS_DDA,00247,ID_POST_ACCT,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.ID_POST_ACCT
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00304,D_CHARGE_OFF,00011,RADAR.T_SME_OBS_DDA,00248,D_CHARGE_OFF,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.D_CHARGE_OFF
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00305,F_EXCLUSION,00011,RADAR.T_SME_OBS_DDA,00249,F_EXCLUSION,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.F_EXCLUSION
00013,RADAR.RADAR_DDA_ACCT_CUSTOMER_LINK,00323,N_CUST,00011,RADAR.T_SME_OBS_DDA,00250,N_CUST,00002,append|copy,,,D_RADAR_DDA_ACCT_CUSTOMER_LINK.N_CUST
00013,RADAR.RADAR_DDA_ACCT_CUSTOMER_LINK,00324,C_RLNSHP,00011,RADAR.T_SME_OBS_DDA,00251,C_RLNSHP,00002,append|copy,,,D_RADAR_DDA_ACCT_CUSTOMER_LINK.C_RLNSHP
00014,RADAR.RADAR_DDA_ACCT_CUST_GRP_LINK,00325,N_CLG,00011,RADAR.T_SME_OBS_DDA,00252,N_CLG,00002,append|copy,,,D_RADAR_DDA_ACCT_CUST_GRP_LINK.N_CLG
00014,RADAR.RADAR_DDA_ACCT_CUST_GRP_LINK,00326,PRIORITY,00011,RADAR.T_SME_OBS_DDA,00253,PRIORITY,00002,append|copy,,,D_RADAR_DDA_ACCT_CUST_GRP_LINK.PRIORITY
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00306,A_LMT_OD_EOM,00011,RADAR.T_SME_OBS_DDA,00254,A_LMT_OD_EOM,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.A_LMT_OD_EOM
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00307,ID_POST_TRMD_545,00011,RADAR.T_SME_OBS_DDA,00255,ID_POST_TRMD_545,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.ID_POST_TRMD_545
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00308,C_PORTFOLIO,00011,RADAR.T_SME_OBS_DDA,00256,C_PORTFOLIO,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.C_PORTFOLIO
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00309,C_BASEL_RETAIL,00011,RADAR.T_SME_OBS_DDA,00257,C_BASEL_RETAIL,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.C_BASEL_RETAIL
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00310,D_OPEN,00011,RADAR.T_SME_OBS_DDA,00258,D_OPEN,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.D_OPEN
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00311,A_LMT_VAR_OD_1,00011,RADAR.T_SME_OBS_DDA,00259,A_LMT_VAR_OD_1,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.A_LMT_VAR_OD_1
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00312,A_LMT_VAR_OD_2,00011,RADAR.T_SME_OBS_DDA,00260,A_LMT_VAR_OD_2,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.A_LMT_VAR_OD_2
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00313,A_LMT_VAR_OD_3,00011,RADAR.T_SME_OBS_DDA,00261,A_LMT_VAR_OD_3,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.A_LMT_VAR_OD_3
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00314,D_EFFCTV_VAR_OD_1,00011,RADAR.T_SME_OBS_DDA,00262,D_EFFCTV_VAR_OD_1,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.D_EFFCTV_VAR_OD_1
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00315,D_EFFCTV_VAR_OD_2,00011,RADAR.T_SME_OBS_DDA,00263,D_EFFCTV_VAR_OD_2,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.D_EFFCTV_VAR_OD_2
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00316,D_EFFCTV_VAR_OD_3,00011,RADAR.T_SME_OBS_DDA,00264,D_EFFCTV_VAR_OD_3,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.D_EFFCTV_VAR_OD_3
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00317,F_CHARGED_OFF,00011,RADAR.T_SME_OBS_DDA,00265,F_CHARGED_OFF,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.F_CHARGED_OFF
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00318,F_NON_ACCRUAL,00011,RADAR.T_SME_OBS_DDA,00266,F_NON_ACCRUAL,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.F_NON_ACCRUAL
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00319,F_RESERVED_INTEREST,00011,RADAR.T_SME_OBS_DDA,00267,F_RESERVED_INTEREST,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.F_RESERVED_INTEREST
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00320,F_DPD90,00011,RADAR.T_SME_OBS_DDA,00268,F_DPD90,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.F_DPD90
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00321,F_CLOSED,00011,RADAR.T_SME_OBS_DDA,00269,F_CLOSED,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.F_CLOSED
00012,RADAR.RADAR_DDA_ACCOUNT_STOCK,00322,F_WRITE_OFF,00011,RADAR.T_SME_OBS_DDA,00270,F_WRITE_OFF,00002,append|copy,,,D_RADAR_DDA_ACCOUNT_STOCK.F_WRITE_OFF
